lang,raw,gold,pred_A,pred_B,is_nonstandard,A_correct,B_correct,change
en,ldrs,ldrs,ldrs,ldrs,False,True,True,both_TN
en,le,le,le,le,False,True,True,both_TN
en,lea,lea,lea,lea,False,True,True,both_TN
en,lead,lead,lead,lead,False,True,True,both_TN
en,leaders,leaders,leaders,leaders,False,True,True,both_TN
en,learn,learn,learned,learn,False,False,True,B_fixed_FP
en,leave,leave,leave,leave,False,True,True,both_TN
en,leaving,leaving,leaving,leaving,False,True,True,both_TN
en,lebron,lebron,lebron,lebron,False,True,True,both_TN
de,lecken,lecken,lecken,lecken,False,True,True,both_TN
en,lee,lee,lee,lee,False,True,True,both_TN
de,leer,leer,leer,leer,False,True,True,both_TN
en,left,left,left,left,False,True,True,both_TN
de,legen,legen,legen,legen,False,True,True,both_TN
en,lego's,lego's,lego's,lego's,False,True,True,both_TN
en,legt,left,legt,legt,True,False,False,both_wrong
en,leh,leh,lehe,leh,False,False,True,B_fixed_FP
de,leichter,leichter,leichter,leichter,False,True,True,both_TN
de,leid,leid,leid,leid,False,True,True,both_TN
de,leide,leide,leide,leide,False,True,True,both_TN
de,leider,Leider,leider,leider,True,False,False,both_wrong
de,leisten,leisten,leisten,leisten,False,True,True,both_TN
de,lenkrad,Lenkrad,lenkrad,lenkrad,True,False,False,both_wrong
de,lerne,lerne,lerne,lerne,False,True,True,both_TN
de,lesen,lesen,lesen,lesen,False,True,True,both_TN
en,lessons,lessons,lessons,lessons,False,True,True,both_TN
en,let,let,let,let,False,True,True,both_TN
en,let's,let's,let's,let's,False,True,True,both_TN
de,letzte,letzte,letzte,letzte,False,True,True,both_TN
de,letzten,letzten,letzten,letzten,False,True,True,both_TN
de,leute,Leute,Leute,leute,True,True,False,A_only_correct
en,level,level,level,level,False,True,True,both_TN
en,levitt,levitt,levitt,levitt,False,True,True,both_TN
en,lexus,lexus,lexus,lexus,False,True,True,both_TN
en,lexx,lexx,lexx,lexx,False,True,True,both_TN
en,lg,lg,lg,lg,False,True,True,both_TN
en,liam,liam,liam,liam,False,True,True,both_TN
en,liao,liao,liao,liao,False,True,True,both_TN
de,liebe,liebe,liebe,liebe,False,True,True,both_TN
en,lieder,lieder,lieder,lieder,False,True,True,both_TN
de,lieeeebe,liebe,lieeeebe,lieeeeeeee,True,False,False,both_wrong
de,liegen,liegen,liegen,liegen,False,True,True,both_TN
de,liegt,liegt,liegt,liegt,False,True,True,both_TN
de,liegts,liegt es,liegt es,liegts,True,True,False,A_only_correct
en,liek,like,liek,liek,True,False,False,both_wrong
en,lies,lies,lies,lies,False,True,True,both_TN
en,life,life,life,life,False,True,True,both_TN
en,lifeee,life,life,life,True,True,True,both_correct
en,lifetime,lifetime,lifetime,lifetime,False,True,True,both_TN
en,lifting,lifting,lifting,lifting,False,True,True,both_TN
en,lights,lights,lights,lights,False,True,True,both_TN
en,lightskin,light skin,lightskin,lightskin,True,False,False,both_wrong
en,lightskinned,lightskinned,lightskinned,lightskinned,False,True,True,both_TN
en,like,like,like,like,False,True,True,both_TN
en,liked,liked,liked,liked,False,True,True,both_TN
en,likely,likely,likely,likely,False,True,True,both_TN
en,likes,likes,likes,likes,False,True,True,both_TN
en,lil,little,little,like,True,True,False,A_only_correct
en,limit,limit,limit,limit,False,True,True,both_TN
en,linda,linda,linda,linda,False,True,True,both_TN
en,line,line,line,line,False,True,True,both_TN
en,link,link,link,link,False,True,True,both_TN
de,linke,Linke,linke,linke,True,False,False,both_wrong
de,links,links,links,links,False,True,True,both_TN
en,lip,lip,lip,lip,False,True,True,both_TN
de,lippen,Lippen,lippen,lippen,True,False,False,both_wrong
en,lirik,lirik,lirik,lirik,False,True,True,both_TN
en,list,list,list,list,False,True,True,both_TN
en,listen,listen,listen,listen,False,True,True,both_TN
en,listening,listening,listening,listening,False,True,True,both_TN
en,little,little,little,little,False,True,True,both_TN
en,live,live,live,live,False,True,True,both_TN
en,liverpool,liverpool,liverpool,liverpool,False,True,True,both_TN
en,lives,lives,lives,lives,False,True,True,both_TN
en,liveset,liveset,liveset,liveset,False,True,True,both_TN
en,livestream,livestream,livestream,livestream,False,True,True,both_TN
en,lk,lk,lk,lk,False,True,True,both_TN
en,lm,lm,lm,lm,False,True,True,both_TN
en,lmao,lmao,lmao,lmao,False,True,True,both_TN
en,lmaoo,lmaoo,lmaoo,lmaoo,False,True,True,both_TN
en,lmap,lmap,lmap,lmap,False,True,True,both_TN
en,lmfao,lmfao,lmfao,lmfao,False,True,True,both_TN
en,lmfaooo,lmfaooo,lmfaooo,lmfaoo,False,True,False,B_new_FP
en,lmk,lmk,lmk,lmk,False,True,True,both_TN
en,locale,locale,locale,locale,False,True,True,both_TN
de,locken,Locken,locken,locken,True,False,False,both_wrong
de,lockere,lockeree,lockere,lockere,True,False,False,both_wrong
en,locos,locos,locos,locos,False,True,True,both_TN
en,loctite,loctite,loctite,loctite,False,True,True,both_TN
en,loe,loe,loe,loe,False,True,True,both_TN
en,lol,lol,lol,lol,False,True,True,both_TN
en,lololol,lololol,lololol,lololol,False,True,True,both_TN
en,lom,lom,lom,lom,False,True,True,both_TN
en,london,london,london,london,False,True,True,both_TN
en,long,long,long,long,False,True,True,both_TN
en,longer,longer,longer,longer,False,True,True,both_TN
en,longway,long way,long way,longway,True,True,False,A_only_correct
en,look,look,look,look,False,True,True,both_TN
en,lookin,looking,looking,looking,True,True,True,both_correct
en,looking,looking,looking,looking,False,True,True,both_TN
en,looks,looks,looks,looks,False,True,True,both_TN
en,looool,looool,looool,looool,False,True,True,both_TN
en,lord,lord,lord,lord,False,True,True,both_TN
en,los,los,los,los,False,True,True,both_TN
en,lose,lose,lose,lose,False,True,True,both_TN
de,losfahren,losfahren,losfahren,losfahren,False,True,True,both_TN
de,losgefahren,losgefahren,losgefahren,losgefahren,False,True,True,both_TN
en,loss,loss,loss,loss,False,True,True,both_TN
en,lost,lost,lost,lost,False,True,True,both_TN
en,lottle,lot,lottle,lottle,True,False,False,both_wrong
en,loud,loud,loud,loud,False,True,True,both_TN
en,loudest,loudest,loudest,loudest,False,True,True,both_TN
en,louis,louis,louis,louis,False,True,True,both_TN
en,lovato,lovato,lovato,lovato,False,True,True,both_TN
en,love,love,love,love,False,True,True,both_TN
en,love/hate,love/hate,love/hate,love/hate,False,True,True,both_TN
en,loved,loved,loved,loved,False,True,True,both_TN
en,loveholic,loveholic,loveholic,loveholic,False,True,True,both_TN
en,lovely,lovely,lovely,lovely,False,True,True,both_TN
en,loves,loves,loves,loves,False,True,True,both_TN
en,lovey,lovey,lovey,lovey,False,True,True,both_TN
en,low,low,low,low,False,True,True,both_TN
en,lowd,lowd,lowd,lowd,False,True,True,both_TN
en,loyal,loyal,loyal,loyal,False,True,True,both_TN
en,luck,luck,luck,luck,False,True,True,both_TN
en,luhan,luhan,luhan,luhan,False,True,True,both_TN
en,luke,luke,luke,luke,False,True,True,both_TN
en,lul,lul,lul,lul,False,True,True,both_TN
en,lundqvist,lundqvist,lundqvist,lundqvist,False,True,True,both_TN
en,luque,luque,luque,luque,False,True,True,both_TN
en,lurk,lurk,lurk,lurk,False,True,True,both_TN
en,lyrics,lyrics,lyrics,lyrics,False,True,True,both_TN
de,lächeln,lächeln,lächeln,lächeln,False,True,True,both_TN
de,länger,länger,Länger,länger,False,False,True,B_fixed_FP
de,längerem,längerem,längerem,längerem,False,True,True,both_TN
de,längst,längst,längst,längst,False,True,True,both_TN
de,lässt,lässt,lässt,lässt,False,True,True,both_TN
de,lästern,lästern,lästern,lästern,False,True,True,both_TN
de,läuft,läuft,läuft,läuft,False,True,True,both_TN
en,m,m,m,m,False,True,True,both_TN
de,m.a,m.a,m.a,m.a,False,True,True,both_TN
en,ma,ma,mal,ma,False,False,True,B_fixed_FP
en,ma254ll/a,ma254ll/a,ma254ll/a,ma254ll/a,False,True,True,both_TN
en,macam,macam,macam,macam,False,True,True,both_TN
en,macbook,macbook,macbook,macbook,False,True,True,both_TN
de,mach,mache,mach,mach,True,False,False,both_wrong
en,machar,machar,machar,machar,False,True,True,both_TN
de,mache,mache,mache,mache,False,True,True,both_TN
de,machen,machen,machen,machen,False,True,True,both_TN
de,machs,mache es,maches,machs,True,False,False,both_wrong
de,machst,machst,machst,machst,False,True,True,both_TN
de,macht,macht,macht,macht,False,True,True,both_TN
de,machts,macht es,machts,machts,True,False,False,both_wrong
en,mad,mad,mad,mad,False,True,True,both_TN
en,made,made,made,made,False,True,True,both_TN
en,madhu,madhu,madhu,madhu,False,True,True,both_TN
en,madrid,madrid,madrid,madrid,False,True,True,both_TN
de,mag,mag,mag,mag,False,True,True,both_TN
en,magnetised,magnetised,magnetised,magnetised,False,True,True,both_TN
en,magsafe,magsafe,magsafe,magsafe,False,True,True,both_TN
de,magst,magst,magst,magst,False,True,True,both_TN
en,mah,my,mah,mah,True,False,False,both_wrong
en,maison,maison,maison,maison,False,True,True,both_TN
en,major,major,major,major,False,True,True,both_TN
en,maka,maka,maka,maka,False,True,True,both_TN
en,makalahlwe,makalahlwe,makalahlwe,makalahlwe,False,True,True,both_TN
en,makapag,makapag,makapag,makapag,False,True,True,both_TN
en,make,make,make,make,False,True,True,both_TN
en,makes,makes,makes,makes,False,True,True,both_TN
en,makeup,makeup,makeup,makeup,False,True,True,both_TN
en,makin,making,making,making,True,True,True,both_correct
de,mal,mal,mal,mal,False,True,True,both_TN
en,malem,malem,malem,malem,False,True,True,both_TN
en,malik,malik,malik,malik,False,True,True,both_TN
en,malone,malone,malone,malone,False,True,True,both_TN
en,mammaye,mammaye,mammaye,mammaye,False,True,True,both_TN
en,mamodou,mamodou,mamodou,mamodou,False,True,True,both_TN
en,man,man,man,man,False,True,True,both_TN
en,man's,man's,man's,man's,False,True,True,both_TN
en,management,management,management,management,False,True,True,both_TN
en,manager,manager,manager,manager,False,True,True,both_TN
en,managing,managing,managing,managing,False,True,True,both_TN
en,manamit,manamit,manamit,manamit,False,True,True,both_TN
en,manan,manan,manan,manan,False,True,True,both_TN
de,manchmal,manchmal,manchmal,manchmal,False,True,True,both_TN
en,manis,manis,manis,manis,False,True,True,both_TN
en,mansion,mansion,mansion,mansion,False,True,True,both_TN
en,many,many,many,many,False,True,True,both_TN
en,map,map,map,map,False,True,True,both_TN
en,margiela,margiela,margiela,margiela,False,True,True,both_TN
en,mari,mari,mari,mari,False,True,True,both_TN
en,mariah,mariah,mariah,mariah,False,True,True,both_TN
en,market,market,market,market,False,True,True,both_TN
en,marketing,marketing,marketing,marketing,False,True,True,both_TN
en,marketwatch,market watch,marketwatch,marketwatch,True,False,False,both_wrong
en,markus,markus,markus,markus,False,True,True,both_TN
en,marquinhos,marquinhos,marquinhos,marquinhos,False,True,True,both_TN
en,marriage,marriage,marriage,marriage,False,True,True,both_TN
en,marsden,marsden,marsden,marsden,False,True,True,both_TN
en,martin,martin,martin,martin,False,True,True,both_TN
en,mashed,mashed,mashed,mashed,False,True,True,both_TN
en,mashup,mashup,mashup,mashup,False,True,True,both_TN
en,mask,mask,mask,mask,False,True,True,both_TN
en,masso,masso,masso,masso,False,True,True,both_TN
en,mata,mata,mata,mata,False,True,True,both_TN
en,match,match,match,match,False,True,True,both_TN
en,mate,mate,mate,mate,False,True,True,both_TN
en,matrix,matrix,matrix,matrix,False,True,True,both_TN
en,matter,matter,matter,matter,False,True,True,both_TN
en,matty,matty,matty,matty,False,True,True,both_TN
de,maturaarbet,Maturaarbeit,maturaarbet,maturaarbet,True,False,False,both_wrong
en,mau,mau,mau,mau,False,True,True,both_TN
en,max,max,max,max,False,True,True,both_TN
en,may,may,may,may,False,True,True,both_TN
en,maya,maya,maya,maya,False,True,True,both_TN
en,mayweather,mayweather,mayweather,mayweather,False,True,True,both_TN
en,mazkirah,mazkirah,mazkirah,mazkirah,False,True,True,both_TN
en,mbc,mbc,mbc,mbc,False,True,True,both_TN
en,mcdonalds,mcdonalds,mcdonalds,mcdonalds,False,True,True,both_TN
de,mcih,mich,mcic,mcih,True,False,False,both_wrong
en,mcilroy,mcilroy,mcilroy,mcilroy,False,True,True,both_TN
en,me,me,me,me,False,True,True,both_TN
en,meal,meal,meal,meal,False,True,True,both_TN
en,mean,mean,mean,mean,False,True,True,both_TN
en,meaningful,meaningful,meaningful,meaningful,False,True,True,both_TN
en,means,means,means,means,False,True,True,both_TN
en,mee,me,me,mee,True,True,False,A_only_correct
en,meet,meet,meet,meet,False,True,True,both_TN
en,meetin,meeting,meeting,meeting,True,True,True,both_correct
de,megamonstergruppe,Megamonstergruppe,Megamonstergruppe,Megamonstergruppe,True,True,True,both_correct
en,meh,meh,meh,meh,False,True,True,both_TN
en,mehehhe,mehehhe,mehehhe,mehehhe,False,True,True,both_TN
de,mehr,mehr,mehr,mehr,False,True,True,both_TN
de,mehrere,mehrere,mehrere,mehrere,False,True,True,both_TN
en,mei,mei,mei,mei,False,True,True,both_TN
en,meilleures,meilleures,meilleures,meilleures,False,True,True,both_TN
de,mein,meine,mein,mein,True,False,False,both_wrong
de,meine,meine,meine,meine,False,True,True,both_TN
de,meinem,meinem,meinem,meinem,False,True,True,both_TN
de,meinen,meinen,meinen,meinen,False,True,True,both_TN
de,meiner,meiner,meiner,meiner,False,True,True,both_TN
de,meines,meines,meines,meines,False,True,True,both_TN
de,meint,meint,meint,meint,False,True,True,both_TN
de,meisje,meisje,meisje,meisje,False,True,True,both_TN
de,meisten,meisten,meisten,meisten,False,True,True,both_TN
de,meistens,meistens,meistens,meistens,False,True,True,both_TN
en,melampau,melampau,melampau,melampau,False,True,True,both_TN
en,melanie,melanie,melanie,melanie,False,True,True,both_TN
en,melted,melted,melted,melted,False,True,True,both_TN
en,member,member,member,member,False,True,True,both_TN
en,members,members,members,members,False,True,True,both_TN
en,mentions,mentions,mentions,mentions,False,True,True,both_TN
en,merch,merch,merch,merch,False,True,True,both_TN
en,merchant,merchant,merchant,merchant,False,True,True,both_TN
en,mere,mere,mere,mere,False,True,True,both_TN
de,merke,merke,merke,merke,False,True,True,both_TN
de,merkt,merkt,merkt,merkt,False,True,True,both_TN
en,meron,meron,meron,meron,False,True,True,both_TN
en,message,message,message,message,False,True,True,both_TN
en,met,met,met,met,False,True,True,both_TN
en,metal,metal,metal,metal,False,True,True,both_TN
en,meteorite,meteorite,meteorite,meteorite,False,True,True,both_TN
en,meth,methamphetamine,meth,meth,True,False,False,both_wrong
en,mexican,mexican,mexican,mexican,False,True,True,both_TN
en,mexico,mexico,mexico,mexico,False,True,True,both_TN
en,mf,mother fucker,mother fucker,mf,True,True,False,A_only_correct
de,mh,mh,mh,mh,False,True,True,both_TN
en,mi,mi,mi,mi,False,True,True,both_TN
de,mich,mich,mich,mich,False,True,True,both_TN
en,michael,michael,michael,michael,False,True,True,both_TN
en,michelle,michelle,michelle,michelle,False,True,True,both_TN
en,might,might,might,might,False,True,True,both_TN
en,migos,migos,migos,migos,False,True,True,both_TN
en,mike,mike,mike,mike,False,True,True,both_TN
en,miles,miles,miles,miles,False,True,True,both_TN
en,milk,milk,milk,milk,False,True,True,both_TN
en,miller,miller,miller,miller,False,True,True,both_TN
en,million,million,million,million,False,True,True,both_TN
de,min,Minuten,minutes,min,True,False,False,both_wrong
en,minaj,minaj,minaj,minaj,False,True,True,both_TN
en,mind,mind,mind,mind,False,True,True,both_TN
en,mine,mine,mine,mine,False,True,True,both_TN
en,ming,ming,ming,ming,False,True,True,both_TN
en,minho,minho,minho,minho,False,True,True,both_TN
en,mini,mini,mini,mini,False,True,True,both_TN
en,minii,minii,minii,minii,False,True,True,both_TN
en,minister,minister,minister,minister,False,True,True,both_TN
en,minogue,minogue,minogue,minogue,False,True,True,both_TN
en,mins,minutes,mins,mins,True,False,False,both_wrong
en,minutes,minutes,minutes,minutes,False,True,True,both_TN
de,mir,mir,mir,mir,False,True,True,both_TN
de,mischung,Mischung,mischung,mischung,True,False,False,both_wrong
en,miss,miss,miss,miss,False,True,True,both_TN
en,missing,missing,missing,missing,False,True,True,both_TN
en,mist,mist,mist,mist,False,True,True,both_TN
de,mit,mit,mit,mit,False,True,True,both_TN
de,mithibbel,mithibbel,mithibbel,mithibbel,False,True,True,both_TN
de,mitte,Mitte,mitte,mitte,True,False,False,both_wrong
de,mittlerweile,mittlerweile,mittlerweile,mittlerweile,False,True,True,both_TN
en,miuna,miuna,miuna,miuna,False,True,True,both_TN
en,mix,mix,mix,mix,False,True,True,both_TN
en,mj,mj,mj,mj,False,True,True,both_TN
en,mlb,major league baseball,mlb,mlb,True,False,False,both_wrong
en,mm,mm,mm,mm,False,True,True,both_TN
en,mmm,mmm,mmm,mmm,False,True,True,both_TN
en,mnl,my new love,mnl,mnl,True,False,False,both_wrong
en,mo,mo,mo,mo,False,True,True,both_TN
de,mobbe,mobbe,mobbe,mobbe,False,True,True,both_TN
en,mobile,mobile,mobile,mobile,False,True,True,both_TN
en,model,model,model,model,False,True,True,both_TN
de,modem,Modem,modem,modem,True,False,False,both_wrong
en,modi,modi,modi,modi,False,True,True,both_TN
en,modi`s,modi`s,modi's,modi's,False,False,False,both_FP
en,mold,mold,mold,mold,False,True,True,both_TN
en,moment,moment,moment,moment,False,True,True,both_TN
en,momo,momo,momo,momo,False,True,True,both_TN
en,moms,moms,moms,moms,False,True,True,both_TN
en,monday,monday,monday,monday,False,True,True,both_TN
en,money,money,money,money,False,True,True,both_TN
en,montreal,montreal,montreal,montreal,False,True,True,both_TN
en,mood,mood,mood,mood,False,True,True,both_TN
en,moodbooster,mood booster,moodbooster,moodbooster,True,False,False,both_wrong
en,moodbreaker,mood breaker,moodbreaker,moodbreaker,True,False,False,both_wrong
en,moore,moore,moore,moore,False,True,True,both_TN
en,moorgate,moorgate,moorgate,moorgate,False,True,True,both_TN
en,more,more,more,more,False,True,True,both_TN
de,morgen,morgen,morgen,morgen,False,True,True,both_TN
en,morning,morning,morning,morning,False,True,True,both_TN
en,morrison,morrison,morrison,morrison,False,True,True,both_TN
en,morristown,morristown,morristown,morristown,False,True,True,both_TN
en,most,most,most,most,False,True,True,both_TN
en,mounts,mounts,mounts,mounts,False,True,True,both_TN
en,mountsby,mountsby,mountsby,mountsby,False,True,True,both_TN
en,mouth,mouth,mouth,mouth,False,True,True,both_TN
en,moved,moved,moved,moved,False,True,True,both_TN
en,movies,movies,movies,movies,False,True,True,both_TN
en,moving,moving,moving,moving,False,True,True,both_TN
en,mph,mph,mph,mph,False,True,True,both_TN
en,mr.,mr.,mr.,mr.,False,True,True,both_TN
en,ms,ms,ms,ms,False,True,True,both_TN
en,msl,msl,msl,msl,False,True,True,both_TN
en,mtl,mtl,mtl,mtl,False,True,True,both_TN
en,much,much,much,much,False,True,True,both_TN
en,mufc,mufc,mufc,mufc,False,True,True,both_TN
en,muffins,muffins,muffins,muffins,False,True,True,both_TN
en,muka,muka,muka,muka,False,True,True,both_TN
de,mum,Mama,mum,mum,True,False,False,both_wrong
de,mund,Mund,mund,mund,True,False,False,both_wrong
en,music,music,music,music,False,True,True,both_TN
en,musicians,musicians,musicians,musicians,False,True,True,both_TN
de,muskatnuss,Muskatnuss,muskatnuss,muskatnuss,True,False,False,both_wrong
de,muskelgezucke,Muskelgezucke,Muskelgezucke,Muskelgezucke,True,True,True,both_correct
de,muss,muss,muss,muss,False,True,True,both_TN
de,musste,musste,musste,musste,False,True,True,both_TN
de,mussten,mussten,mussten,mussten,False,True,True,both_TN
en,mute,mute,mute,mute,False,True,True,both_TN
de,mutter,Mutter,mutter,mutter,True,False,False,both_wrong
en,mvp,mvp,mvp,mvp,False,True,True,both_TN
en,mxm,mxm,mxm,mxm,False,True,True,both_TN
en,my,my,my,my,False,True,True,both_TN
en,mybe,maybe,mybe,mybe,True,False,False,both_wrong
en,myself,myself,myself,myself,False,True,True,both_TN
en,myth,myth,myth,myth,False,True,True,both_TN
ko,mz세대들,mz세대들,mz세대들,mz세대들,False,True,True,both_TN
de,mädchen,Mädchen,Mädchen,mädchen,True,True,False,A_only_correct
de,möchte,möchte,möchte,möchte,False,True,True,both_TN
de,möglich,möglich,möglich,möglich,False,True,True,both_TN
de,müde,müde,müde,müde,False,True,True,both_TN
de,mürbeteig,Mürbeteig,mürbeteig,mürbeteig,True,False,False,both_wrong
de,müsste,müsste,müsste,müsste,False,True,True,both_TN
de,mı,mı,mı,mı,False,True,True,both_TN
en,n,and,and,and,True,True,True,both_correct
en,na,na,na,na,False,True,True,both_TN
de,naaa,Naaa,naaa,naa,True,False,False,both_wrong
de,nach,nach,nach,nach,False,True,True,both_TN
de,nachhause,nach Hause,Nachhause,nachhause,True,False,False,both_wrong
de,nachmittags,nachmittags,nachmittags,nachmittags,False,True,True,both_TN
de,nacht,Nacht,Nacht,nacht,True,True,False,A_only_correct
en,nadal,nadal,nadal,nadal,False,True,True,both_TN
de,naechsten,nächsten,nächsten,nächsten,True,True,True,both_correct
en,naeun,naeun,naeun,näun,False,True,False,B_new_FP
en,nah,nah,no,nah,False,False,True,B_fixed_FP
en,naia,naia,naia,naia,False,True,True,both_TN
de,naja,Na ja,na ja,naja,True,False,False,both_wrong
en,nakakamiss,nakakamiss,nakakamiss,nakakamiss,False,True,True,both_TN
en,naked,naked,naked,naked,False,True,True,both_TN
en,name,name,name,name,False,True,True,both_TN
en,nana,nana,nana,nana,False,True,True,both_TN
en,nananana,nananana,nananana,nananana,False,True,True,both_TN
en,nangyare,nangyare,nangyare,nangyare,False,True,True,both_TN
en,nao,nao,nao,nao,False,True,True,both_TN
en,nap,nap,nap,nap,False,True,True,both_TN
en,narendra,narendra,narendra,narendra,False,True,True,both_TN
en,nash/kreider,nash/kreider,nash/kreider,nash/kreider,False,True,True,both_TN
en,nashlene's,nashlene's,nashlene's,nashlene's,False,True,True,both_TN
de,nass,nass,nass,nass,False,True,True,both_TN
en,natty,natty,natty,natty,False,True,True,both_TN
de,natürlich,natürlich,natürlich,natürlich,False,True,True,both_TN
en,nauso,nauso,nauso,nauso,False,True,True,both_TN
en,nazak,nazak,nazak,nazak,False,True,True,both_TN
en,nba,nba,nba,nba,False,True,True,both_TN
ko,nc,nc,nc,nc,False,True,True,both_TN
en,nd,and,and,not,True,True,False,A_only_correct
en,nda,nda,nda,noda,False,True,False,B_new_FP
en,ndi,ndi,ndi,ndi,False,True,True,both_TN
en,ndinani_,ndinani_,ndinani_,ndinani_,False,True,True,both_TN
en,ne,ne,eine,eine,False,False,False,both_FP
en,near,near,near,near,False,True,True,both_TN
de,neben,neben,neben,neben,False,True,True,both_TN
de,ned,nicht,nicht,ned,True,True,False,A_only_correct
de,nee,nein,nein,nee,True,True,False,A_only_correct
en,need,need,need,need,False,True,True,both_TN
en,needa,needa,needa,needa,False,True,True,both_TN
en,needs,needs,needs,needs,False,True,True,both_TN
de,neeein,Nein,nein,neein,True,False,False,both_wrong
en,neg,neg,neg,neg,False,True,True,both_TN
de,nei,nein,nei,nei,True,False,False,both_wrong
en,neighbour,neighbor,neighbor,neighbour,True,True,False,A_only_correct
de,neinnn,Nein,nein,neinnen,True,False,False,both_wrong
en,nem,they,einem,einem,True,False,False,both_wrong
de,nen,ein,einen,einen,True,False,False,both_wrong
en,nenaaaaa,nenaaaaa,nenaaaaa,nenaaaa,False,True,False,B_new_FP
en,nene,nene,eine,einen,False,False,False,both_FP
en,nengok,nengok,nengok,nengok,False,True,True,both_TN
en,nepal,nepal,nepal,nepal,False,True,True,both_TN
de,ner,einer,einer,einer,True,True,True,both_correct
de,nerv,Nerv,nerve,nerv,True,False,False,both_wrong
de,nervt,nervt,nerve,nervt,False,False,True,B_fixed_FP
de,net,nicht,nicht,net,True,True,False,A_only_correct
en,netflix,netflix,netflix,netflix,False,True,True,both_TN
de,netten,netten,netten,netten,False,True,True,both_TN
de,netz,Netz,netz,netz,True,False,False,both_wrong
de,neue,neue,neue,neue,False,True,True,both_TN
de,neuen,neuen,neuen,neuen,False,True,True,both_TN
de,neues,neues,neues,neues,False,True,True,both_TN
de,neugierig,neugierig,neugierig,neugierig,False,True,True,both_TN
de,neustart,Neustart,neustart,neustart,True,False,False,both_wrong
en,nev,nev,never,never,False,False,False,both_FP
en,neva,never,never,never,True,True,True,both_correct
en,never,never,never,never,False,True,True,both_TN
en,new,new,new,new,False,True,True,both_TN
en,newest,newest,newest,newest,False,True,True,both_TN
en,news,news,news,news,False,True,True,both_TN
en,next,next,next,next,False,True,True,both_TN
en,ng,ng,ng,ng,False,True,True,both_TN
en,ni,ni,ni,ni,False,True,True,both_TN
en,niall,niall,niall,niall,False,True,True,both_TN
en,nice,nice,nice,nice,False,True,True,both_TN
de,nich,nicht,nicht,nicht,True,True,True,both_correct
de,nicht,nicht,nicht,nicht,False,True,True,both_TN
de,nichtmehr,nicht mehr,nicht mehr,nichtmehr,True,True,False,A_only_correct
de,nichts,nichts,nichts,nichts,False,True,True,both_TN
en,nicki,nicki,nicki,nicki,False,True,True,both_TN
en,nid,need,nid,nid,True,False,False,both_wrong
de,nie,nie,nie,nie,False,True,True,both_TN
de,niemals,niemals,niemals,niemals,False,True,True,both_TN
de,niemand,niemand,niemand,niemand,False,True,True,both_TN
en,nigerian,nigerian,nigerian,nigerian,False,True,True,both_TN
en,nigga,nigger,nigger,nigger,True,True,True,both_correct
en,niggas,niggers,niggers,niggers,True,True,True,both_correct
en,niggra,nigger,niggera,niggera,True,False,False,both_wrong
en,nighas,niggers,nights,nights,True,False,False,both_wrong
en,night,night,night,night,False,True,True,both_TN
en,nigjt,night,nigger,night,True,False,True,B_only_correct
en,nike,nike,nike,nike,False,True,True,both_TN
de,nimmt,nimmt,nimmt,nimmt,False,True,True,both_TN
en,nin,nin,nin,nin,False,True,True,both_TN
en,nine,nine,nine,nine,False,True,True,both_TN
de,nix,nichts,nichts,nichts,True,True,True,both_correct
en,niya,niya,niya,niya,False,True,True,both_TN
en,niyata,niyata,niyata,niyata,False,True,True,both_TN
en,nizamabad,nizamabad,nizamabad,nizamabad,False,True,True,both_TN
en,nizzle,nizzle,nizzle,nizzle,False,True,True,both_TN
en,nj,nj,nj,nj,False,True,True,both_TN
en,nk,nk,nk,nk,False,True,True,both_TN
en,no,no,no,no,False,True,True,both_TN
en,nob,nob,nob,nob,False,True,True,both_TN
de,noch,noch,noch,noch,False,True,True,both_TN
de,nochmal,nochmal,nochmal,nochmal,False,True,True,both_TN
de,noerdlich,nördlich,nördlich,nördlich,True,True,True,both_correct
de,noetig,nötig,noetig,nötig,True,False,True,B_only_correct
de,nog,noch,nog,nog,True,False,False,both_wrong
en,nom,nom,nom,nom,False,True,True,both_TN
en,noma,noma,noma,noma,False,True,True,both_TN
en,nomore,no more,no more,nomore,True,True,False,A_only_correct
en,nonsense,nonsense,nonsense,nonsense,False,True,True,both_TN
en,noo,no,noo,noo,True,False,False,both_wrong
en,nope,nope,nope,nope,False,True,True,both_TN
de,normal,normal,normal,normal,False,True,True,both_TN
en,north,north,north,north,False,True,True,both_TN
en,norway,norway,norway,norway,False,True,True,both_TN
en,not,not,not,not,False,True,True,both_TN
ja,note,note,note,note,False,True,True,both_TN
en,nothin,nothing,nothing,nothing,True,True,True,both_correct
en,nothing,nothing,nothing,nothing,False,True,True,both_TN
en,noticed,noticed,noticed,noticed,False,True,True,both_TN
en,now,now,now,now,False,True,True,both_TN
en,nowplaying,nowplaying,nowplaying,nowplaying,False,True,True,both_TN
en,nows,now is,nows,nows,True,False,False,both_wrong
en,ntar,ntar,ntar,ntar,False,True,True,both_TN
en,ntn,nothing,ntn,ntn,True,False,False,both_wrong
de,nu,nun,nun,nu,True,True,False,A_only_correct
en,nuff,enough,nuff,nuff,True,False,False,both_wrong
en,nuffin,nothing,nuffin,nuffing,True,False,False,both_wrong
en,nuh,know,now,nuh,True,False,False,both_wrong
en,nuisance,nuisance,nuisance,nuisance,False,True,True,both_TN
en,number,number,number,number,False,True,True,both_TN
